ID (int),Titre (str),Auteur (str),Date (int),Format (str),Genre (List(str)),Lectorat (str),Tags (List(str)),Synopsis (str)
1814,Le moine et le vénérable,Christian Jacq,1992, Roman,[' Contemporaine'], Adulte,,"Début 1944, deux hommes exceptionnels sont arrêtés par la Gestapo et emprisonnés dans une mystérieuse forteresse allemande. L'un est médecin et vénérable d'une loge maçonnique très ancienne. L'autre est un éminent moine bénédictin. Le Reich, qui poursuit son rêve hégémonique totalitaire, entend soumettre à son idéologie toutes les croyances qui l'ont précédé. Sous les ordres de Himmler, un service secret traque les ordres religieux, les voyants, les astrologues et les sociétés secrètes afin de leur arracher leurs pouvoirs, leurs rites et leurs techniques et de vérifier leur efficacité. Comment le franc-maçon et le chrétien, aux convictions a priori inconciliables, vont-ils s'affronter, s'écouter et s'entendre face à des tortionnaires nazis déterminés à les asservir ? Peuvent-ils sortir du piège sadique dans lequel ils sont enfermés ?"
1815,"Je ne suis pas un ange, tome 3",Ai Yazawa,2007, Manga,[' Shôjo'], Adulte,,"C’est la rentrée des vacances d’été au lycée Hijiri.rnMidori Saejima, qui était malade, a profité de quelques jours de plus et, pour son retour au lycée, elle est on ne peut plus impatiente de croiser le garçon dont elle est amoureuse. Seulement voilà, pendant son absence, ses camarades de classe l’ont inscrite d’office comme candidate à l’élection du premier comité des élèves et devant leur insistance, Midori n’a eu d’autres choix que d’accepter. Sauf que ce qu’elle ne sait pas encore, c’est que son discours de présentation est pour l’après-midi même ! Et voilà Midori sur scène, quelque peu stressée, se demandant bien ce qu’elle va pouvoir raconter devant tout le lycée, surtout qu’elle, elle ne pense qu’à une chose, apercevoir son cher et tendre ! Et justement, le voici : lui aussi participe à l’élection !Titre original : Tenshi nanka ja nai, tome 3 (2007)"
1816,"Wilt, tome 2 : Comment se débarrasser d'un crocodile, de terroristes et d'une jeune fille au pair ",Tom Sharpe,1983, Roman,[' Contemporaine'], Adulte,,"Wilt n'aime pas les femmes, ni son boulot, ni d'ailleurs tout ce qui se met entre lui, sa bière et son pub. Mais voilà, il n'a pas encore réussi à se débarrasser d'Eva, sa chère épouse. Le destin lui a même joué un sacré tour. Il est désormais père de quadriplettes. Cinq à la maison. Trop pour ce misogyne ultra-acide et peu porté sur l'art subtil de la négociation. Alors Wilt se jette à corps perdu dans le travail. Suite à cette désaffection paternelle, Eva embauche Irmgard, une jeune fille au pair. Wilt, d'abord réticent à l'idée d'en avoir une sixième sur le dos, change vite d'avis lorsqu'il rencontre cette Allemande qui ne manque ni de charme, ni d'esprit.Titre original : Wilt alternative (1983)"
1817,Je ne sais plus pourquoi je t'aime,Gabrielle Zevin,2007, Roman,[' Contemporaine'], Young Adult,,"Je suis en train de descendre l'escalier du lycée et la seconde d'après, je tombe la tête la première. Quatre années de ma vie s'effacent et à mon réveil à l'hôpital, James Larkin me sourit. Il sent la fumée de cigarette, les draps fraîchement lavés, laissés à sécher au soleil. Évidemment je tombe folle amoureuse. Je nage dans un brouillard heureux. Mais la vie ne peut pas continuer comme ça. Amnésique ou pas, il faut que je sache quel genre de fille j'étais avant. Je me lance alors dans une enquête sur moi-même.Qui es-tu vraiment, Naomi Porter ?Titre original : Memoirs of a teenage amnesiac (2007)"
1818,Shutter Island,Dennis Lehane,2003, Roman,[' Thriller'], Adulte,[' Adapté en film'],"Nous sommes dans les années cinquante. Au large de Boston, sur un îlot nommé Shutter Island, se dresse un groupe de bâtiments à l'allure sinistre. C'est un hôpital psychiatrique pour assassins. Le Marshal Teddy Daniels et son coéquipier Chuck Aule ont été appelés par les autorités de cette prison-hôpital car l'une des patientes, Rachel Solando, manque à l'appel. Comment a-t-elle pu sortir d'une cellule fermée à clé de l'extérieur ? Le seul indice retrouvé dans la pièce est une feuille de papier sur laquelle on peut lire une suite de chiffres et de lettres sans signification apparente. Oeuvre incohérente d'une malade ou cryptogramme ? Progressivement, les deux policiers s'enfoncent dans un monde de plus en plus opaque et angoissant, jusqu'au choc final de la vérité.Titre original : Shutter Island (2003)"
1819,Les Heures,Michael Cunningham,1999, Roman,[' Contemporaine'], Adulte,,"Clarissa est éditrice à New York à la fin du XXe siècle ; Virginia est écrivain en 1923 dans la banlieue de Londres ; Laura est mère au foyer à Los Angeles en 1949. Tandis que s'écoulent les heures d'une journée particulière, un réseau de résonances subtiles apparaît peu à peu entre ces trois femmes en quête de bonheur, jusqu'à la révélation finale, bouleversante.Titre original : The Hours (1999)"
1820,Pensée magique,Augusten Burroughs,2009, Roman,[' Contemporaine'], Adulte,,"Une apparition minable et sans suite dans un spot télévisé : c'est ainsi que les rêves de gloire d'Augusten se sont bien trop vite envolés. Il faut dire que depuis l'enfance sa vie flirte avec des sommets tragi-comiques. De la délirante conviction d'avoir été adopté à une étrange fascination pour les lotions capillaires, ses premiers déboires ont tôt fait de le rendre alcoolique. Et lorsqu'il tourne le dos aux frasques d'antan, s'il rencontre l'amour et le succès, ce n'est certainement pas le fruit du hasard. Il y a tant de choses qu'Augusten contrôle par la seule force de son esprit… D'épisodes déjantés en aventures insolites, Augusten Burroughs éclaire d'un jour loufoque des secrets parfaitement universels et se moque de nous autant que de lui-même. Et si l'autodérision était la clé de son rendez-vous manqué avec le destin ?Titre original : Magical Thinking (2009)"
1821,Courir avec des ciseaux,Augusten Burroughs,2006, Roman,[' Contemporaine'], Adulte,,"Augusten a toujours su qu'il était différent. Mais différent de qui, de quoi ? De l'Amérique des années 70 ? De sa mère, complètement psychotique, qui se fait tripoter par la femme du pasteur en déclamant des poèmes ? De son père, alcoolique, qui testerait bien le couteau à pain sur la gorge de sa femme ? De son psy et tuteur légal, encore plus déjanté, qui lit l'avenir dans ses étrons, une Bible à la main ? Augusten verra bien. En attendant, il vit, tout simplement. Il pense à l'avenir. Il sera star, ou docteur, ou coiffeur. Il arrêtera de manger des croquettes pour chats. Ou pas. Récit d'une adolescence pas comme les autres dans une époque pas comme les autres.Titre original : Running With Scissors (2006)"
1822,Déboires,Augusten Burroughs,2007, Roman,[' Contemporaine'], Adulte,,"Augusten, autodidacte ambitieux et la vingtaine bien tapée, se trouve propulsé comme créatif dans l'univers impitoyable de la publicité à New York. Seulement voilà, toujours hanté par les démons de son passé, le jeune homme voue un amour immodéré à l'alcool sous tous ses dérivés. Une tare qui l'expulse illico de sa boîte de Pandore pour le catapulter dans un centre de désintoxication aussi gay qu'invraisemblable et tout bonnement décalé... Avec son style incomparable, un humour et une détresse touchants, Augusten Burroughs nous surprend une fois encore en nous offrant une nouvelle tranche de sa drôle de vie et une belle leçon de fraternité.Titre original : Dry (2007)"
1823,Un cadavre de trop,Ellis Peters,1990, Roman,"[' Historique', ' Policier']", Adulte,,"Deux clans se disputent le trône d'Angleterre. Malheur aux vaincus qui seront pendus haut et court ! En enterrant les corps, frère Cadfael, Sherlock Holmes du Moyen Âge, constate avec stupeur qu'il y en a un de plus que prévu. Le voici une fois encore confronté à une énigme digne de lui. Rien d'étonnant puisque c'est Ellis Peters, la reine du suspense, qui l'a imaginée.Titre original : One Corpse Too Many (1979)"
1824,Tout peut arriver,Jonathan Tropper,2006, Roman,[' Contemporaine'], Adulte,,"En apparence, Zach fait partie des nantis. Il vient de passer le cap de la trentaine, partage son lit avec Hope, la plus belle des fiancées, son appartement, avec Jed le millionnaire, et travaille dans une société de services. Mais si on creuse un peu, rien ne va plus. Du matin au soir, Zach pense à Tamara, la veuve de son meilleur ami. Son colocataire passe ses journées à fumer des joints dans le plus simple appareil, vautré devant la télé. Et son boulot consiste à rester suspendu au téléphone pour servir de réceptacle aux récriminations de ses clients... Tout ça avec le sourire, bien sûr ! Puis, un beau jour, Zach va devoir résoudre de vrais problèmes. Des déraillements de santé inquiétants, et surtout, la réapparition, après des années d'absence, d'un père extravagant... Pourtant, il devrait bien savoir d'expérience que tout peut arriver !Titre original : Everything Changes (2006)"
1825,"Thomas Drimm, tome 1 : La fin du monde tombe un jeudi",Didier van Cauwelaert,2009, Roman,[' Aventure'], Adolescence,,"""J'ai 13 ans moins le quart et je suis le seul à pouvoir sauver le monde. Si je veux.""Dans une société sous contrôle total où le jeu règne en maître, un ado se retrouve détenteur d'un secret terrifiant, qui déchaîne contre lui les forces du Mal... et celles du Bien.Tiraillé entre la femme de ses rêves et un vieux savant parano réincarné dans un ours en peluche, Thomas va découvrir, de pièges en rebondissements, l'exaltant et périlleux destin d'un super-héros à mi-temps."
1826,Le livre de Joe,Jonathan Tropper,2006, Roman,[' Contemporaine'], Adulte,,"A première vue, Joe Goffman a tout pour lui : un magnifique appartement dans les quartiers chics de Manhattan, des aventures sentimentales en série, une décapotable dernier cri et des dollars comme s'il en pleuvait. Ce jeune auteur a très vite rencontré le succès avec son premier roman, Bush Falls. Directement inspiré de son adolescence passée dans une petite bourgade du Connecticut, ce best-seller ridiculise les mœurs provinciales de ses ex-concitoyens, dénonce leur hypocrisie, leur étroitesse d'esprit et toutes leurs turpitudes. Mais le jour où il est rappelé d'urgence à Bush Falls au chevet de son père mourant, il se retrouve confronté aux souvenirs qu'il croyait enfouis à jamais. Face à l'hostilité d'une ville entière, rattrapé par les fantômes de son passé, Joe va devoir affronter ses propres contradictions et peut-être enfin trouver sa place..."
1827,Histoires de voyages dans l'espace,Gérard Klein et  Collectif,1984, Nouvelle(s),[' Science-Fiction'], Adulte,,"Le voyage dans l'espace vient à peine de commencer. Accrochez vos ceintures. Et admirez par les douze hublots de cette anthologie les navires étrangers qui glissent entre les étoiles sereines, les soleils géants qui déforment l'espace, les épaves oubliées qui le hantent et ces fous d'humains qui vont chercher la fortune ou la mort à des milliers d'années-lumière de leur planète.- Gérard KLEIN, Les Gamètes de l'univers- Ray BRADBURY, Kaléidoscope (Kaleidoscope)- Robert SHECKLEY, Les Spécialisés (Specialist)- Thomas Michael DISCH, Objets perdus (Things lost)- Chad OLIVER, La Poussière des étoiles (Stardust)- Cordwainer SMITH, La Dame aux étoiles (The lady who sailed the Soul)- Frank Malcolm ROBINSON, Le Naufrage du vaisseau John B. (The Wreck of the Ship John B.)- Anne McCAFFREY, Le Vaisseau qui chantait (The ship who sang)- Daniel F. GALOUYE, Le Pantomorphe (The pliable)- Brian ALDISS, L'Impossible étoile (The impossible star)- Robert SILVERBERG, L'Étoile noire (To the Dark Star)- Harlan ELLISON & Alfred Elton VAN VOGT, Les Opérateurs humains (The human operators)- Theodore R. COGSWELL & Theodore Lockard THOMAS, Oiseau de printemps (Early Bird)- Dictionnaire des auteurs"
1828,Histoires de sexe-fiction,Jacques Goimard et  Collectif,1985, Nouvelle(s),[' Science-Fiction'], Adulte,,"Femmes de l'avenir, naturelles, reconditionnées, artificielles. Sexe à distance, informatisé, robotisé. Relations intimes avec des extraterrestres, des machines, en apesanteur. L'avenir nous en promet de belles. Mais l'amour sera toujours l'amour.- Jacques GOIMARD, Préface- R. A. LAFFERTY, Parthen (Parthen)- Theodore STURGEON, Monde bien perdu (The World Well Lost)- George ZEBROWSKI, Mauvaise étoile (Starcrossed)- Pamela SARGENT, Ma soeur, mon double (Clone sister)- Robert SILVERBERG, Groupe (In the Group)- James BLISH, Sous des bannières triomphales (How beautiful with banners)- Kurt Jr VONNEGUT, Bienvenue au pavillon des singes (Welcome to the monkey house)- Gene WOLFE, L'Homme sans tête (The headless man)- A. K. JORGENSON, Le Jour de la majorité (Coming-of-age day)- Ron GOULART, Whistler (Whistler)- Thomas BRAND, Don Slow et son attrape-fille électrique (Don Slow and his Electric Girl Getter)- Joanna RUSS, Une fille un peu démodée (An Old-Fashioned Girl)- Gordon EKLUND, Le Faiseur d'amour (Lovemaker)- Robert SHECKLEY, Amour et compagnie (Love, Inc.)- Randall GARRETT, Relations spatiales (Spatial relationship)- Frederik POHL, Le Millionième jour (Day Million)- Robert SILVERBERG, Passagers (Passengers)- Judith MERRIL, Le Vaisseau survie (Survival ship)- Joanna RUSS, Quand ça change (When it changed)- Fritz LEIBER, Les Lendemains qui chantent (The good new days)- Philip Jose FARMER, Mère (Mother)- Dictionnaire des auteurs"
1829,Histoires de survivants,Demètre Ioakimidis et  Collectif,1983, Nouvelle(s),[' Science-Fiction'], Adulte,,"Les survivants sont peu nombreux et ils seront innombrables, comme les guerres, les fins du monde, les cataclysmes. ils témoignent de l'indestructibilité de l'espèce humaine. Car ils vont tout reconstruire ... jusqu'à la prochaine fois.- Demètre IOAKIMIDIS, Introduction- Idris SEABRIGHT, La Crevasse dans la lune (The hole in the Moon)- Robert SILVERBERG, Le Chemin de la nuit (Road to nightfall)- Damon KNIGHT, Sans éclat... (Not with a bang)- Richard MATHESON, Danse macabre (Dance of the Dead)- Alfred BESTER, Adam sans Eve (Adam and no Eve)- Jane ROBERTS, Le Collier de marrons (The chestnut beads)- Fritz LEIBER, Le Navire des ombres (Ship of shadows)- Vernor VINGE, Situation privilégiée (Apartness)- James Jr. TIPTREE, Neiges d'antan (The snows are melted, the snows are gone)- Lester DEL REY, Pour venger l'homme (To avenge man)- Poul ANDERSON, Le Peuple du ciel (The Sky People)- Brian ALDISS, Serpent brûlant sur un autel (Serpent burning on an altar)- Dictionnaire des auteurs"
